customer_id,city,signup_date,age,channel
C00493,Delhi,2023-08-13,47,instagram
C00494,Mumbai,2022-10-24,28,website
C00495,Bangalore,2022-12-04,28,distributor
C00496,Delhi,2022-11-03,29,website
C00497,Hyderabad,2023-03-04,47,instagram
C00498,Mumbai,2022-12-17,45,instagram
C00499,Ahmedabad,2023-05-26,45,website
C00500,Ahmedabad,2023-06-09,33,instagram
C00501,Chennai,2023-05-07,29,referral
C00502,Hyderabad,2023-08-17,30,website
C00503,Delhi,2022-01-09,24,distributor
C00504,Pune,2023-05-12,42,referral
C00505,Chennai,2023-12-26,52,instagram
C00506,Mumbai,2023-07-14,45,modern_trade
C00507,Jaipur,2023-07-15,25,website
C00508,Pune,2024-03-31,41,modern_trade
C00509,Jaipur,2023-03-16,37,instagram
C00510,Indore,2023-07-06,31,referral
C00511,Hyderabad,2024-03-02,47,distributor
C00512,Bangalore,2024-01-08,50,instagram
C00513,Jaipur,2022-04-18,26,website
C00514,Kolkata,2022-09-02,32,instagram
C00515,Mumbai,2022-09-12,50,website
C00516,Mumbai,2022-02-02,36,modern_trade
C00517,Delhi,2022-01-23,27,referral
C00518,Pune,2023-07-20,36,modern_trade
C00519,Ahmedabad,2024-03-31,41,referral
C00520,Mumbai,2022-02-18,23,distributor
C00521,Hyderabad,2023-04-07,37,referral
C00522,Bangalore,2023-08-13,40,instagram
C00523,Ahmedabad,2022-12-02,35,referral
C00524,Kolkata,2022-12-24,45,website
C00525,Pune,2022-05-02,49,modern_trade
C00526,Bangalore,2023-03-20,53,referral
C00527,Bangalore,2022-12-25,31,website
C00528,Delhi,2023-08-25,30,modern_trade
C00529,Mumbai,2022-12-12,45,modern_trade
C00530,Kolkata,2022-07-12,50,website
C00531,Pune,2023-02-20,50,modern_trade
C00532,Ahmedabad,2023-01-12,44,website
C00533,Ahmedabad,2023-04-08,48,instagram
C00534,Hyderabad,2024-01-26,52,instagram
C00535,Indore,2023-10-23,28,distributor
C00536,Jaipur,2022-05-26,25,instagram
C00537,Kolkata,2023-04-23,35,referral
C00538,Delhi,2023-10-15,31,distributor
C00539,Bangalore,2023-02-12,47,instagram
C00540,Mumbai,2022-10-13,44,modern_trade
C00541,Ahmedabad,2022-04-21,30,modern_trade
C00542,Hyderabad,2023-09-12,29,distributor
C00543,Delhi,2024-03-03,35,instagram
C00544,Chennai,2022-02-19,28,referral
C00545,Hyderabad,2022-01-14,28,distributor
C00546,Delhi,2022-05-14,30,instagram
C00547,Mumbai,2023-08-11,24,website
C00548,Chennai,2023-08-19,35,website
C00549,Hyderabad,2022-12-09,38,instagram
C00550,Indore,2023-11-01,43,distributor
C00551,Hyderabad,2022-10-13,47,website
C00552,Kolkata,2022-11-10,49,instagram
C00553,Hyderabad,2023-08-29,35,instagram
C00554,Hyderabad,2022-10-24,30,instagram
C00555,Kolkata,2023-08-29,47,instagram
C00556,Bangalore,2023-07-23,23,website
C00557,Mumbai,2022-06-13,32,instagram
C00558,Mumbai,2023-05-12,38,referral
C00559,Indore,2023-09-02,40,distributor
C00560,Chennai,2022-01-16,39,website
C00561,Chennai,2022-12-10,34,instagram
C00562,Delhi,2022-03-19,26,distributor
C00563,Mumbai,2022-12-12,44,instagram
C00564,Mumbai,2022-03-13,45,distributor
C00565,Delhi,2022-09-27,50,website
C00566,Hyderabad,2022-10-14,29,website
C00567,Bangalore,2022-03-07,47,modern_trade
C00568,Bangalore,2022-03-09,36,website
C00569,Jaipur,2022-07-12,22,modern_trade
C00570,Delhi,2022-02-24,49,modern_trade
C00571,Bangalore,2023-01-14,35,referral
C00572,Pune,2022-06-17,52,referral
C00573,Bangalore,2023-02-13,27,modern_trade
C00574,Chennai,2023-05-23,26,website
C00575,Kolkata,2023-06-21,52,modern_trade
C00576,Jaipur,2023-10-05,36,website
C00577,Mumbai,2022-04-12,36,website
C00578,Jaipur,2024-03-04,26,instagram
C00579,Bangalore,2024-03-18,49,instagram
C00580,Delhi,2024-03-16,54,website
C00581,Bangalore,2023-02-26,32,website
C00582,Ahmedabad,2024-02-14,27,website
C00583,Bangalore,2023-04-23,44,website
C00584,Delhi,2022-04-30,23,website
C00585,Chennai,2024-01-13,36,modern_trade
C00586,Delhi,2022-10-18,44,instagram
C00587,Mumbai,2023-05-03,43,website
C00588,Mumbai,2022-06-10,30,instagram
C00589,Mumbai,2023-11-04,51,referral
C00590,Mumbai,2022-03-19,37,instagram
C00591,Mumbai,2022-02-07,51,referral
C00592,Chennai,2023-01-29,30,referral
C00593,Mumbai,2023-03-17,22,instagram
C00594,Delhi,2023-06-24,29,referral
C00595,Kolkata,2023-04-07,39,distributor
C00596,Bangalore,2023-09-04,48,instagram
C00597,Chennai,2022-10-21,39,website
C00598,Mumbai,2023-02-04,53,website
C00599,Mumbai,2023-09-28,53,referral
C00600,Mumbai,2022-04-02,42,instagram
C00601,Mumbai,2024-02-06,53,instagram
C00602,Delhi,2023-09-01,52,modern_trade
C00603,Mumbai,2022-01-06,37,instagram
C00604,Mumbai,2023-11-12,35,instagram
C00605,Mumbai,2022-09-28,45,referral
C00606,Bangalore,2023-09-12,46,website
C00607,Delhi,2024-03-21,38,website
C00608,Delhi,2023-07-13,25,referral
C00609,Bangalore,2022-04-09,32,referral
C00610,Chennai,2023-06-10,36,referral
C00611,Mumbai,2022-07-13,51,instagram
C00612,Pune,2022-06-06,45,referral
C00613,Chennai,2023-10-28,23,website
C00614,Mumbai,2022-04-25,44,website
C00615,Kolkata,2023-01-31,52,website
C00616,Jaipur,2024-02-09,34,website
C00617,Mumbai,2023-10-19,54,instagram
C00618,Delhi,2024-03-13,28,instagram
C00619,Pune,2023-06-06,53,referral
C00620,Indore,2022-08-02,28,website
C00621,Mumbai,2024-01-15,34,instagram
C00622,Delhi,2023-11-14,45,distributor
C00623,Delhi,2023-06-17,49,website
C00624,Bangalore,2022-01-15,53,referral
C00625,Hyderabad,2023-02-23,39,website
C00626,Delhi,2023-01-03,22,instagram
C00627,Bangalore,2023-09-30,52,referral
