order_id,product_id,quantity,price,line_total
O0000135,P007,2,129,258
O0000135,P016,1,89,89
O0000136,P005,3,119,357
O0000137,P016,1,89,89
O0000137,P015,1,79,79
O0000138,P010,1,99,99
O0000139,P003,2,99,198
O0000139,P003,1,99,99
O0000139,P010,1,99,99
O0000139,P007,1,129,129
O0000140,P002,2,159,318
O0000141,P016,1,89,89
O0000141,P015,1,79,79
O0000142,P003,2,99,198
O0000142,P007,2,129,258
O0000142,P007,3,129,387
O0000142,P016,3,89,267
O0000142,P009,1,79,79
O0000143,P017,2,149,298
O0000143,P003,2,99,198
O0000144,P008,2,99,198
O0000145,P008,1,99,99
O0000146,P019,1,169,169
O0000147,P008,2,99,198
O0000147,P004,2,99,198
O0000147,P010,1,99,99
O0000147,P002,1,159,159
O0000148,P011,1,89,89
O0000149,P024,3,139,417
O0000149,P007,1,129,129
O0000149,P020,1,179,179
O0000150,P007,1,129,129
O0000151,P004,1,99,99
O0000151,P014,1,129,129
O0000151,P004,1,99,99
O0000152,P017,1,149,149
O0000153,P013,2,139,278
O0000153,P014,1,129,129
O0000153,P023,1,159,159
O0000154,P004,1,99,99
O0000154,P013,1,139,139
O0000155,P006,1,349,349
O0000156,P007,1,129,129
O0000156,P004,1,99,99
O0000156,P002,1,159,159
O0000156,P014,1,129,129
O0000157,P024,2,139,278
O0000158,P007,1,129,129
O0000159,P008,1,99,99
O0000160,P011,1,89,89
O0000160,P007,1,129,129
O0000161,P002,2,159,318
O0000161,P006,3,349,1047
O0000161,P015,2,79,158
O0000161,P011,3,89,267
O0000162,P010,2,99,198
O0000163,P002,1,159,159
O0000164,P001,1,89,89
O0000164,P008,1,99,99
O0000164,P022,1,149,149
O0000165,P010,1,99,99
O0000166,P007,1,129,129
O0000167,P007,1,129,129
O0000167,P011,3,89,267
O0000168,P018,3,159,477
O0000169,P003,1,99,99
O0000169,P014,2,129,258
O0000170,P019,1,169,169
O0000170,P013,3,139,417
O0000170,P002,1,159,159
O0000171,P003,1,99,99
O0000172,P012,2,109,218
O0000172,P008,1,99,99
O0000173,P001,1,89,89
O0000173,P002,1,159,159
O0000174,P021,1,149,149
O0000175,P017,1,149,149
O0000175,P003,1,99,99
O0000175,P001,2,89,178
O0000176,P007,1,129,129
O0000177,P020,1,179,179
O0000177,P022,1,149,149
O0000178,P004,1,99,99
O0000178,P016,2,89,178
O0000179,P014,3,129,387
O0000179,P008,1,99,99
O0000179,P024,1,139,139
O0000180,P013,1,139,139
O0000180,P005,2,119,238
O0000180,P006,2,349,698
O0000181,P016,1,89,89
O0000181,P007,1,129,129
O0000181,P002,2,159,318
O0000181,P002,1,159,159
O0000182,P001,2,89,178
O0000182,P007,1,129,129
O0000183,P022,1,149,149
O0000183,P004,1,99,99
O0000184,P024,1,139,139
O0000184,P020,2,179,358
O0000184,P012,1,109,109
O0000185,P023,1,159,159
O0000185,P022,1,149,149
O0000185,P005,2,119,238
O0000185,P011,1,89,89
O0000186,P008,1,99,99
O0000186,P005,1,119,119
O0000186,P012,1,109,109
O0000187,P006,1,349,349
O0000187,P014,1,129,129
O0000188,P015,1,79,79
O0000188,P004,1,99,99
O0000188,P007,1,129,129
O0000188,P015,1,79,79
O0000189,P001,3,89,267
O0000189,P003,1,99,99
O0000190,P001,1,89,89
O0000190,P005,3,119,357
O0000191,P009,2,79,158
O0000192,P001,3,89,267
O0000193,P004,2,99,198
O0000193,P006,1,349,349
O0000193,P023,1,159,159
O0000194,P008,2,99,198
O0000194,P006,2,349,698
O0000194,P006,1,349,349
O0000194,P018,2,159,318
O0000194,P003,1,99,99
O0000195,P007,1,129,129
O0000195,P014,1,129,129
O0000196,P003,1,99,99
O0000196,P014,1,129,129
O0000197,P010,1,99,99
O0000198,P014,2,129,258
O0000199,P021,2,149,298
O0000199,P014,1,129,129
O0000199,P022,1,149,149
O0000199,P007,1,129,129
O0000200,P022,1,149,149
O0000200,P009,3,79,237
O0000201,P007,2,129,258
O0000201,P024,1,139,139
O0000202,P004,2,99,198
O0000203,P014,1,129,129
O0000204,P007,1,129,129
O0000204,P022,1,149,149
O0000205,P001,1,89,89
O0000205,P021,2,149,298
O0000206,P021,1,149,149
O0000206,P013,2,139,278
O0000207,P003,2,99,198
O0000207,P014,2,129,258
O0000207,P007,1,129,129
O0000208,P016,1,89,89
O0000209,P008,2,99,198
O0000209,P003,1,99,99
O0000209,P012,2,109,218
O0000210,P009,1,79,79
O0000210,P011,1,89,89
O0000210,P020,1,179,179
O0000210,P013,2,139,278
O0000211,P010,3,99,297
O0000211,P008,1,99,99
O0000212,P006,2,349,698
O0000212,P003,2,99,198
O0000213,P016,3,89,267
O0000214,P013,2,139,278
O0000215,P005,2,119,238
O0000215,P007,2,129,258
O0000216,P022,2,149,298
O0000216,P003,2,99,198
O0000216,P018,2,159,318
O0000216,P008,1,99,99
O0000217,P004,2,99,198
O0000218,P009,1,79,79
O0000219,P005,1,119,119
O0000220,P024,1,139,139
O0000221,P012,1,109,109
O0000221,P005,2,119,238
O0000222,P005,1,119,119
O0000223,P010,2,99,198
O0000224,P002,1,159,159
O0000225,P002,3,159,477
O0000226,P007,1,129,129
O0000226,P024,1,139,139
O0000227,P008,1,99,99
O0000227,P009,2,79,158
O0000228,P015,2,79,158
O0000228,P014,2,129,258
O0000229,P019,2,169,338
O0000229,P013,2,139,278
O0000229,P008,3,99,297
O0000230,P001,2,89,178
O0000230,P005,2,119,238
O0000230,P004,1,99,99
O0000231,P018,2,159,318
O0000232,P002,2,159,318
O0000232,P005,1,119,119
O0000232,P003,1,99,99
O0000233,P002,1,159,159
O0000233,P020,1,179,179
O0000233,P009,1,79,79
O0000233,P019,3,169,507
O0000234,P008,1,99,99
O0000234,P001,2,89,178
O0000234,P001,1,89,89
O0000235,P008,3,99,297
O0000236,P020,2,179,358
O0000237,P012,1,109,109
O0000238,P008,1,99,99
O0000239,P007,2,129,258
O0000239,P004,2,99,198
O0000240,P008,1,99,99
O0000240,P003,2,99,198
O0000241,P005,1,119,119
O0000242,P013,1,139,139
O0000243,P015,1,79,79
O0000244,P022,1,149,149
O0000244,P001,2,89,178
O0000244,P005,1,119,119
O0000244,P002,2,159,318
O0000245,P020,1,179,179
O0000245,P008,3,99,297
O0000245,P010,1,99,99
O0000245,P002,2,159,318
O0000246,P015,1,79,79
O0000246,P009,1,79,79
O0000246,P023,1,159,159
O0000247,P017,3,149,447
O0000248,P005,1,119,119
O0000248,P024,1,139,139
O0000249,P004,1,99,99
O0000250,P008,1,99,99
O0000250,P006,3,349,1047
O0000250,P004,1,99,99
O0000250,P005,1,119,119
O0000250,P022,1,149,149
O0000251,P024,1,139,139
O0000251,P007,1,129,129
O0000251,P022,1,149,149
O0000252,P008,1,99,99
O0000252,P010,1,99,99
O0000253,P002,3,159,477
O0000253,P007,2,129,258
O0000253,P009,1,79,79
O0000254,P024,1,139,139
O0000255,P015,2,79,158
O0000255,P007,1,129,129
O0000255,P005,1,119,119
O0000256,P003,1,99,99
O0000257,P012,2,109,218
O0000258,P009,2,79,158
O0000258,P008,2,99,198
O0000259,P020,2,179,358
O0000259,P003,1,99,99
O0000259,P007,1,129,129
O0000259,P001,1,89,89
O0000259,P013,1,139,139
O0000260,P006,1,349,349
O0000260,P003,2,99,198
O0000260,P006,1,349,349
O0000261,P002,1,159,159
O0000262,P021,1,149,149
O0000262,P018,2,159,318
O0000263,P007,2,129,258
O0000263,P003,1,99,99
O0000263,P002,1,159,159
O0000264,P004,2,99,198
O0000265,P011,1,89,89
O0000265,P005,1,119,119
O0000265,P008,1,99,99
O0000266,P021,1,149,149
O0000267,P009,1,79,79
O0000267,P014,1,129,129
O0000268,P001,1,89,89
O0000269,P021,1,149,149
O0000269,P005,1,119,119
O0000269,P020,1,179,179
O0000270,P016,1,89,89
O0000270,P012,2,109,218
O0000270,P003,2,99,198
O0000271,P002,1,159,159
O0000272,P008,1,99,99
O0000272,P018,2,159,318
O0000272,P007,1,129,129
O0000273,P007,1,129,129
O0000274,P007,1,129,129
O0000274,P004,2,99,198
O0000275,P004,1,99,99
O0000276,P022,1,149,149
O0000277,P004,1,99,99
O0000277,P013,2,139,278
O0000278,P018,2,159,318
O0000278,P022,1,149,149
O0000279,P011,2,89,178
O0000279,P006,3,349,1047
O0000280,P021,1,149,149
O0000281,P015,1,79,79
O0000281,P003,1,99,99
O0000282,P011,1,89,89
O0000283,P015,1,79,79
O0000284,P014,1,129,129
O0000284,P015,1,79,79
O0000284,P004,1,99,99
O0000284,P007,1,129,129
O0000284,P011,1,89,89
O0000285,P007,1,129,129
O0000285,P012,1,109,109
O0000286,P007,3,129,387
O0000286,P001,1,89,89
O0000286,P011,1,89,89
O0000287,P009,3,79,237
O0000288,P003,1,99,99
O0000289,P020,2,179,358
O0000290,P002,1,159,159
O0000290,P014,1,129,129
O0000290,P003,2,99,198
O0000291,P002,1,159,159
O0000291,P002,2,159,318
O0000291,P024,2,139,278
O0000292,P008,1,99,99
O0000292,P007,1,129,129
O0000292,P008,2,99,198
O0000293,P006,2,349,698
O0000293,P012,1,109,109
O0000294,P007,1,129,129
O0000294,P002,1,159,159
O0000294,P012,1,109,109
O0000295,P004,2,99,198
O0000296,P004,1,99,99
O0000296,P007,1,129,129
O0000297,P016,1,89,89
O0000298,P001,1,89,89
O0000298,P007,1,129,129
O0000298,P004,1,99,99
O0000299,P023,1,159,159
O0000299,P004,1,99,99
O0000299,P006,3,349,1047
O0000300,P001,1,89,89
O0000300,P009,1,79,79
O0000301,P010,1,99,99
O0000301,P006,1,349,349
O0000302,P024,1,139,139
O0000302,P004,1,99,99
O0000303,P016,1,89,89
O0000303,P007,1,129,129
O0000304,P006,1,349,349
O0000304,P006,3,349,1047
O0000304,P012,2,109,218
O0000305,P001,3,89,267
O0000305,P010,1,99,99
O0000306,P008,1,99,99
O0000307,P021,3,149,447
O0000307,P019,1,169,169
O0000308,P022,1,149,149
O0000309,P015,1,79,79
O0000309,P004,1,99,99
O0000309,P009,1,79,79
O0000310,P009,2,79,158
O0000311,P013,1,139,139
O0000311,P003,2,99,198
O0000311,P011,2,89,178
O0000311,P015,1,79,79
O0000312,P010,3,99,297
O0000313,P006,2,349,698
O0000314,P011,1,89,89
O0000315,P021,1,149,149
O0000315,P018,1,159,159
O0000315,P005,2,119,238
O0000315,P008,1,99,99
O0000315,P008,1,99,99
O0000316,P010,1,99,99
O0000316,P002,1,159,159
O0000317,P007,1,129,129
O0000317,P015,1,79,79
O0000317,P021,2,149,298
O0000318,P019,1,169,169
O0000318,P002,1,159,159
O0000318,P005,1,119,119
O0000319,P015,1,79,79
O0000319,P012,1,109,109
O0000319,P020,3,179,537
O0000320,P020,1,179,179
O0000321,P008,2,99,198
O0000322,P013,1,139,139
O0000322,P002,1,159,159
O0000323,P022,2,149,298
O0000323,P013,1,139,139
O0000323,P016,1,89,89
O0000323,P016,1,89,89
O0000324,P021,1,149,149
O0000324,P002,2,159,318
O0000325,P001,3,89,267
O0000326,P003,1,99,99
O0000327,P014,3,129,387
O0000327,P011,2,89,178
O0000328,P007,1,129,129
O0000328,P017,1,149,149
O0000329,P013,1,139,139
O0000329,P005,1,119,119
O0000330,P022,1,149,149
O0000331,P022,3,149,447
O0000331,P005,1,119,119
O0000331,P010,1,99,99
O0000331,P015,1,79,79
O0000331,P014,1,129,129
O0000332,P021,1,149,149
O0000332,P012,1,109,109
O0000332,P015,1,79,79
O0000332,P003,2,99,198
O0000333,P015,1,79,79
O0000333,P015,1,79,79
O0000333,P020,1,179,179
O0000333,P003,1,99,99
O0000334,P005,1,119,119
O0000334,P001,2,89,178
O0000334,P003,1,99,99
O0000335,P021,1,149,149
O0000336,P011,1,89,89
O0000336,P012,1,109,109
O0000337,P006,1,349,349
O0000337,P002,1,159,159
O0000338,P004,1,99,99
O0000338,P009,1,79,79
O0000339,P012,1,109,109
O0000339,P007,2,129,258
O0000339,P001,1,89,89
O0000339,P011,1,89,89
O0000339,P017,1,149,149
O0000340,P018,2,159,318
O0000340,P004,1,99,99
O0000341,P021,1,149,149
O0000342,P012,2,109,218
O0000343,P022,1,149,149
O0000343,P015,1,79,79
O0000344,P010,1,99,99
O0000345,P007,3,129,387
O0000345,P005,1,119,119
O0000345,P007,1,129,129
O0000346,P002,3,159,477
O0000346,P007,1,129,129
O0000347,P024,3,139,417
O0000348,P020,1,179,179
O0000348,P014,2,129,258
O0000349,P005,2,119,238
O0000350,P018,1,159,159
O0000350,P008,2,99,198
O0000351,P006,2,349,698
O0000351,P015,1,79,79
O0000351,P004,1,99,99
O0000351,P023,1,159,159
O0000352,P014,1,129,129
O0000352,P018,2,159,318
O0000352,P008,1,99,99
O0000353,P014,1,129,129
O0000354,P017,1,149,149
O0000354,P020,2,179,358
O0000355,P014,1,129,129
O0000355,P006,1,349,349
O0000355,P002,1,159,159
O0000356,P008,1,99,99
O0000356,P011,2,89,178
O0000357,P007,1,129,129
O0000357,P018,2,159,318
O0000357,P021,1,149,149
O0000357,P014,2,129,258
O0000357,P001,1,89,89
O0000358,P013,1,139,139
O0000358,P019,1,169,169
O0000358,P012,1,109,109
O0000359,P005,2,119,238
O0000359,P002,1,159,159
O0000360,P004,1,99,99
O0000360,P007,1,129,129
O0000361,P003,1,99,99
O0000362,P002,1,159,159
O0000362,P005,1,119,119
O0000362,P003,3,99,297
O0000363,P010,1,99,99
O0000363,P002,2,159,318
O0000364,P008,1,99,99
O0000364,P006,1,349,349
O0000365,P008,1,99,99
O0000366,P003,2,99,198
O0000366,P005,1,119,119
O0000366,P018,1,159,159
O0000366,P002,1,159,159
O0000366,P002,1,159,159
O0000367,P002,1,159,159
O0000367,P006,2,349,698
O0000367,P004,1,99,99
O0000368,P018,2,159,318
O0000368,P014,1,129,129
O0000368,P003,1,99,99
O0000369,P002,1,159,159
O0000369,P002,1,159,159
O0000370,P015,1,79,79
O0000370,P007,2,129,258
O0000370,P020,2,179,358
O0000370,P015,2,79,158
O0000371,P004,1,99,99
O0000372,P007,3,129,387
O0000373,P003,2,99,198
O0000374,P012,1,109,109
O0000375,P020,2,179,358
O0000375,P004,1,99,99
O0000376,P006,1,349,349
O0000376,P009,1,79,79
O0000376,P016,3,89,267
O0000377,P023,1,159,159
O0000377,P024,3,139,417
O0000378,P002,3,159,477
O0000379,P022,2,149,298
O0000379,P015,2,79,158
O0000380,P004,2,99,198
O0000380,P013,1,139,139
O0000380,P013,2,139,278
O0000381,P007,1,129,129
O0000381,P023,2,159,318
O0000381,P003,1,99,99
O0000381,P017,1,149,149
O0000381,P005,1,119,119
O0000382,P002,2,159,318
O0000383,P009,3,79,237
O0000383,P008,1,99,99
O0000384,P008,3,99,297
O0000384,P007,2,129,258
O0000384,P009,1,79,79
O0000385,P016,3,89,267
O0000385,P009,1,79,79
O0000385,P005,1,119,119
O0000386,P014,3,129,387
O0000386,P013,1,139,139
O0000386,P003,1,99,99
O0000386,P018,1,159,159
O0000387,P010,1,99,99
O0000387,P007,1,129,129
O0000388,P005,1,119,119
O0000388,P003,1,99,99
O0000389,P003,1,99,99
O0000390,P015,3,79,237
O0000390,P016,1,89,89
O0000391,P005,1,119,119
O0000392,P004,1,99,99
O0000392,P013,2,139,278
O0000392,P016,1,89,89
O0000393,P006,2,349,698
O0000393,P019,1,169,169
O0000394,P003,1,99,99
O0000394,P021,1,149,149
O0000394,P004,1,99,99
O0000395,P017,1,149,149
O0000396,P003,1,99,99
O0000397,P007,1,129,129
O0000398,P020,1,179,179
O0000398,P009,3,79,237
O0000399,P002,1,159,159
O0000399,P008,1,99,99
O0000400,P008,1,99,99
O0000400,P010,1,99,99
O0000401,P024,1,139,139
O0000401,P002,1,159,159
O0000401,P015,2,79,158
O0000401,P010,1,99,99
O0000402,P007,2,129,258
O0000402,P008,1,99,99
O0000402,P002,2,159,318
O0000402,P001,3,89,267
O0000403,P022,2,149,298
O0000403,P008,1,99,99
O0000403,P005,1,119,119
O0000404,P007,2,129,258
O0000404,P006,1,349,349
O0000404,P012,1,109,109
O0000404,P009,1,79,79
O0000405,P005,1,119,119
O0000405,P006,2,349,698
O0000405,P015,1,79,79
O0000406,P024,2,139,278
O0000406,P010,1,99,99
O0000407,P006,3,349,1047
O0000408,P017,3,149,447
O0000409,P011,2,89,178
O0000410,P010,1,99,99
O0000410,P002,2,159,318
O0000410,P021,1,149,149
O0000410,P016,1,89,89
O0000411,P019,1,169,169
O0000411,P014,1,129,129
O0000412,P002,2,159,318
O0000412,P009,1,79,79
O0000412,P001,1,89,89
O0000412,P001,1,89,89
O0000413,P017,2,149,298
O0000414,P021,1,149,149
O0000415,P002,1,159,159
O0000416,P002,1,159,159
O0000416,P013,3,139,417
O0000416,P006,1,349,349
O0000416,P007,1,129,129
O0000416,P019,1,169,169
O0000417,P022,2,149,298
O0000417,P008,1,99,99
O0000417,P004,2,99,198
O0000418,P002,2,159,318
O0000418,P004,1,99,99
O0000419,P012,1,109,109
O0000419,P020,3,179,537
O0000419,P010,1,99,99
O0000420,P001,3,89,267
O0000420,P004,1,99,99
O0000420,P016,1,89,89
O0000420,P010,1,99,99
O0000421,P022,2,149,298
O0000421,P005,1,119,119
O0000422,P002,2,159,318
O0000423,P003,2,99,198
O0000423,P003,1,99,99
O0000424,P001,1,89,89
O0000424,P007,2,129,258
O0000424,P014,3,129,387
O0000425,P003,2,99,198
O0000426,P011,1,89,89
O0000427,P004,1,99,99
O0000427,P006,1,349,349
O0000427,P019,2,169,338
O0000428,P015,1,79,79
O0000428,P014,1,129,129
O0000428,P008,1,99,99
O0000429,P002,1,159,159
O0000429,P003,3,99,297
O0000429,P005,1,119,119
O0000430,P009,1,79,79
O0000431,P002,1,159,159
O0000432,P015,1,79,79
O0000433,P015,3,79,237
O0000434,P018,1,159,159
O0000434,P007,1,129,129
O0000434,P007,1,129,129
O0000435,P007,2,129,258
O0000435,P002,1,159,159
O0000435,P019,2,169,338
O0000435,P003,1,99,99
O0000436,P018,1,159,159
O0000436,P022,2,149,298
O0000436,P023,2,159,318
O0000437,P007,3,129,387
O0000438,P008,1,99,99
O0000438,P005,2,119,238
O0000438,P011,3,89,267
O0000439,P022,2,149,298
O0000439,P009,3,79,237
O0000439,P022,1,149,149
O0000439,P011,3,89,267
O0000440,P011,1,89,89
O0000440,P007,1,129,129
O0000440,P014,1,129,129
O0000440,P002,1,159,159
O0000440,P021,1,149,149
O0000441,P015,2,79,158
O0000441,P004,2,99,198
O0000441,P004,2,99,198
O0000441,P004,1,99,99
O0000442,P018,1,159,159
O0000443,P010,2,99,198
O0000443,P008,1,99,99
O0000444,P007,1,129,129
O0000445,P018,1,159,159
O0000445,P020,2,179,358
O0000446,P007,1,129,129
O0000447,P001,1,89,89
O0000447,P002,1,159,159
O0000447,P023,2,159,318
O0000447,P003,1,99,99
O0000447,P013,2,139,278
O0000448,P001,1,89,89
O0000449,P005,1,119,119
O0000449,P009,1,79,79
O0000449,P021,2,149,298
O0000450,P005,1,119,119
O0000450,P012,1,109,109
O0000450,P004,2,99,198
O0000450,P009,1,79,79
O0000451,P013,1,139,139
O0000451,P002,2,159,318
O0000452,P001,1,89,89
O0000452,P002,2,159,318
O0000452,P009,1,79,79
O0000452,P021,1,149,149
O0000452,P010,1,99,99
O0000453,P005,2,119,238
O0000453,P011,1,89,89
O0000453,P011,1,89,89
O0000454,P005,1,119,119
O0000454,P011,2,89,178
O0000454,P007,2,129,258
O0000454,P007,1,129,129
O0000454,P004,1,99,99
O0000455,P009,1,79,79
O0000455,P023,1,159,159
O0000456,P002,2,159,318
O0000456,P006,1,349,349
O0000456,P001,1,89,89
